id,name,url,test_type,duration_display,adaptive,remote_testing,languages,job_levels,description
251,Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,K,15 minutes,True,True,English (USA),Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and covers the following topics: Action Plans, Controlling, Decision Making, Organizing, Planning, Scheduling, Time Usage, and Time Wasters."
336,Training Development,https://www.shl.com/products/product-catalog/view/training-development/,K,15 minutes,True,True,English (USA),Front Line Manager; Manager,"The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the following topics: Analysis Methods, Audience Analysis, Design Materials, Design Strategy, Developing Instructional Materials, General Knowledge, Me"
4201,Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,S,2 minutes,False,True,English (USA),Entry-Level,Typing based test that evaluates typing speed and accuracy.
4175,UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator."
735,Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,"C,P",Untimed/Variable,False,True,English International; Swedish; German; Finnish,Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions. NOTE: Simplified Chinese Guide is available from local office; Portuguese Guide is available from Distributor
734,Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,"C,P",Untimed,False,True,English International; Portuguese,Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying construct framework that provides a rational, consistent and practical basis for the purpose of understanding people’s behaviours at work and th"
733,Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"C,P",Untimed,False,True,Portuguese (Brazil); Latin American Spanish; French; Chinese Simplified; Icelandic; Lithuanian; Danish; Dutch; English International; Finnish; German; Italian; Norwegian; Portuguese; Spanish; English (USA); Swedish,Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any organisation around the world."
4172,UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell programming."
4173,VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI."
3733,Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,A,20 minutes,True,True,Arabic; French (Canada); Portuguese (Brazil); Chinese Traditional; Chinese Simplified; Czech; Danish; Dutch; Finnish; French; German; Greek; Hungarian; Indonesian; English International; Italian; Japanese; Korean; Latin American Spanish; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Spanish; Swedish; Thai; Turkish; English (USA); Norwegian,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables organisations to recruit and develop candidates applying for jobs at all levels that require deductive reasoning ability. The Deductive Reasoning T
3941,Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,A,8 minutes,False,True,Latin American Spanish; Arabic; Chinese Simplified; German; French; Italian; Dutch; English (USA); English International,Entry-Level,This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.
3908,Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,A,36 minutes,True,True,Romanian; English (USA); English International; French (Canada); Latin American Spanish; Arabic; Dutch; French; German; Swedish; Chinese Simplified; Chinese Traditional; Czech; Danish; Greek; Hungarian; Italian; Korean; Norwegian; Polish; Portuguese; Thai; Turkish; Finnish; Japanese; Spanish; Indonesian; Russian; Slovak; Serbian; Portuguese (Brazil); Vietnamese,General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level; Executive; Front Line Manager,"The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and Inductive. There are 30 questions in the test, with 10 questions for each of the three abilities measured. Sample tasks for jobs that may require thes"
3734,Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,A,10 minutes,True,True,German; French (Canada); English (USA); English International; Latin American Spanish; Dutch; French; Chinese Simplified; Portuguese (Brazil); Turkish; Japanese,Entry-Level,"The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ . Targeted at ‘entry-level’ roles, General Ability Screen is intended to precede other measures to provide process efficiency, and to ensure candidates experience the most positive possible assessment process, "
3836,Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,A,24 minutes,True,True,Portuguese (Brazil); Chinese Traditional; Chinese Simplified; Czech; Danish; Finnish; French; Hungarian; Indonesian; English International; Italian; Latin American Spanish; Norwegian; Portuguese; Russian; Thai; English (USA); French (Canada); Dutch; Polish; Slovak; Arabic; German; Greek; Japanese; Korean; Romanian; Serbian; Spanish; Swedish; Turkish,Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level,"Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may require inductive reasoning include, but are not limited to dealing with new concepts and approaches, answering questions of ‘why’ and ‘how’ and"
3745,Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,A,20 minutes,True,True,Arabic; Portuguese (Brazil); French (Canada); Chinese Simplified; Czech; Dutch; Finnish; French; German; Hungarian; Indonesian; English International; Italian; Japanese; Korean; Norwegian; Portuguese; Romanian; Russian; Slovak; Spanish; Swedish; Turkish; English (USA); Latin American Spanish; Polish; Serbian; Chinese Traditional; Danish; Thai; Greek,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the Global Cognitive Index – Adaptive Quantitative test, and measures the ability to: • Derive the numerical problem from a written problem • Ca"
3768,Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,A,5 minutes,False,True,Latin American Spanish; English (USA); English International; French; German; Italian; Dutch; Chinese Simplified,Entry-Level,The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This assessment requires examinees to quickly and accurately match symbols and switches based on a given set of rules. The Technical Checking ass
3906,Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,A,15 minutes,True,True,English (USA); English International,General Population; Graduate; Executive; Director; Entry-Level; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Front Line Manager,"The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and predict author responses. Sample tasks for jobs that may require verbal ability include, but are not limited to: working with reports, corresponde"
3940,Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,A,10 minutes,False,True,Greek; Arabic; Chinese Simplified; German; French; Italian; Dutch; English International; English (USA); Latin American Spanish,Entry-Level,This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the information provided to answer related questions.
3945,Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,A,Untimed/Variable,False,True,,,"The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning, using the comparison group selected by the user."
3970,Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,A,Untimed/Variable,False,True,,,"The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not include the overall score, as it is intended for feedback and developmental purposes. The report focuses on how the candidate can improve their a"
3969,Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,A,Untimed/Variable,False,True,,,Verify Interactive Ability Report
3976,Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,A,Untimed/Variable,False,True,,,Verify Interactive G+ Candidate Report
3974,Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,A,Untimed/Variable,False,True,,Graduate; Manager; Mid-Professional; Professional Individual Contributor,Report for Verify Interactive G+
4290,Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,A,18 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor,"The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process Monitoring assessment is designed for candidates in a wide range of industries where following processes, ensuring vigilance and maintaining mac"
4215,Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,P,N/A,False,True,English (USA); English International; Italian; German; Portuguese; Spanish; Latin American Spanish; French; French (Canada); Dutch; Japanese; Indonesian; Greek; Romanian; Chinese Simplified; Arabic,Director; Entry-Level; Executive; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience, inclusive and packed with predictive power to undercover potential. SHL’s virtual assessment and development center platform is packaged with"
4163,Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,K,7 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security."
399,Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,K,5 minutes,False,True,English International,Entry-Level,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are notidentical.
400,Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,K,5 minutes,False,True,English (USA),Entry-Level,This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select the set of numbers that are not identical.
4164,VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of VLSI and embedded systems basics.
3459,What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,K,5 minutes,True,True,English (USA),Entry-Level,The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis.
3991,Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,K,12 minutes,False,True,English (USA),Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve administrative issues."
4068,Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,K,9 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Supervisor; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene."
4183,WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,S,15 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5,"
4184,WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,S,15 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5,"
4185,WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,"B,S",15 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5,"
17,Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,K,30 minutes,True,True,English (USA); English International,Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,"The Written English test measures knowledge of US English grammar and English reading comprehension. It is designed for those with English as a second language and covers the following topics: Articles, Comparisons, Conjunctions, General Questions, Misused Words, Nouns, Parallel Structure, Prepositi"
18,Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,K,22 minutes,True,True,Latin American Spanish,Entry-Level; Front Line Manager; Mid-Professional; Professional Individual Contributor,"This test measures knowledge of Spanish grammar and Spanish reading comprehension skills. Designed primarily for individuals where Spanish is their second language, this test covers the following topics: Adjectives, Adverbs, Conjunctions, Nouns, Prepositions, Pronouns, Verbs, and Reading Comprehensi"
4166,Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration."
4297,360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,D,Untimed/Variable,False,True,,Director; Manager; Entry-Level; Executive; Front Line Manager; General Population; Graduate,"Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern user's needs for enhanced usability and actionable insights. With a sleek, interactive interface, this report provides a exploration of feedback d"
744,360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,"D,P",Untimed,False,True,Latin American Spanish; Romanian; French (Canada); Czech; Hungarian; Indonesian; Turkish; Serbian; Portuguese (Brazil); Chinese Traditional; Slovak; Thai; English International; Dutch; French; German; Italian; Portuguese; Spanish; Danish; Finnish; Norwegian; Swedish; English (USA); Russian; Chinese Simplified; Icelandic; Polish; Japanese; Korean,Director; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager, peers, direct reports, and/or other raters. By offering a wide range of perspectives, 360 feedback gives employees a more thorough understanding "
